	smiles
1485	CC(=O)NNc1nc(C)c(s1)C(=O)NNC(=O)C(=O)Nc2ccc(Cl)cc2Cl
1486	CN(C)CCOCC1CN(Cc2ccncc2)Cc3nnn(C)c13.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F
1487	COC(=O)[C@@]12CCCN1[C@@H]([C@@H]3[C@H]2C(=O)N(C)C3=O)c4ccc(c(OC)c4)c5ccc(F)cc5.OC(=O)C(F)(F)F
1488	CCCCCN1C(=O)N(Cc2ccc(OC)c(c2)[N+](=O)[O-])C=C(F)C1=O
1489	Cc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCC3CCCCC3
1490	CCC(C)NC(=O)CN1C(=O)CC(C)(C)S(=O)(=O)c2ccccc12
1491	CO[C@H]1CCNC[C@@H]1Cc2ccc(OC)cc2.OC(=O)C(F)(F)F
1492	CCCCCc1nnc2nnc(nn12)n3nc(C)cc3C
1493	Nc1nccc2c1ncn2C3C=C(CO)C(O)C3O
1494	COc1ccccc1NC(=O)c2ccc(cc2)S(=O)(=O)N3CCOCC3
1495	CC(C)c1ccc(NC(=O)Oc2ccc3N(C)C4N(C)CCC4(CC=C)c3c2)cc1
1496	COC(=O)C1=C(C)N(C(=C(C1c2ccc3OCOc3c2)C(=O)OC)C)c4ccccc4[N+](=O)[O-]
1497	Nc1cnc(cn1)c2ccc(cc2F)c3ccccc3Sc4ccnc(N)n4
1498	Cl.CN(CCCCCCN1CCN(CC1)c2ccnc3cc(Cl)ccc23)c4cccc(O)c4
1499	COC1=C(Br)C[C@]2(OC=C1Br)ON=C([C@@H]2O)C(=O)NCCOc3c(Br)cc(cc3Br)C(O)CN
1500	CC1=C(C(=O)NCc2ccccc2)C(=CC(=O)O1)C
1501	O=C(CNC(=O)OCc1ccccc1)NC2CCCCC2
1502	OC(=O)\C(=C\C(=O)c1cccc(NC(=O)\C=C\c2ccc(F)cc2)c1)\O
1503	CCC1CN(C(=O)N2CCC(CC2)C(=O)NCc3ccccc3OC)c4cc(C)ccc4O1
1504	COc1ccc2c(OC)c(Cc3ccccc3)c(C)nc2c1
1505	CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c(c2ccc(Cl)c(Cl)c2)n3CSCc13
1506	Fc1ccc(CSC2=NC(=O)C3=C(CCC3)N2Cc4nnc(CCCN5CCCC5)n4Cc6ccc(cc6)c7ccc(cc7)C(F)(F)F)cc1
1507	CCCCCCCCCC(=O)c1ccc(O)c(c1)C(=O)Nc2nc3ccccc3s2
1508	CNC(=S)C1CCCc2cccnc12
1509	CN(C(=O)CCc1ccccc1)c2c(C)nc3ccc(cn23)C(=O)Nc4cccc(NS(=O)(=O)C)c4
1510	COc1cc(cc(OC)c1OC)C(=O)c2sc3ccc(N)cc3c2C
1511	CCCCCCCC(=O)OC[C@@H](C[As](=O)(O)O)OC(=O)CCCCCCC
1512	CC(=O)Oc1ccccc1C(=O)OCCC#C
1513	Cc1cc(C)c2cccc(OCc3c(Cl)ccc(c3Cl)S(=O)(=O)NC4(CCOCC4)C(=O)N5CC[N+](C)(CCC[N+](C)(C)C)CC5)c2n1
1514	COc1ccc(CNC(=O)c2nn(C)c3c2CS(=O)(=O)c4ccccc34)cc1
1515	Cc1ccc(Nc2cc(C)nc3ccc4nc[nH]c4c23)cc1
1516	C(NC1=NCCCN1)C(c2ccccc2)c3ccccc3
1517	O=C1C=CC(=O)c2nc3CCCc3cc12
1518	Cl.Cl.Cl.CN(N=O)C(=O)N
1519	OS(=O)(=O)CCCS(=O)(=O)O
1520	Cl.Cl.C1CN=C(N1)c2ccc3nc(sc3c2)c4ccc(cc4)c5nc6ccc(cc6s5)C7=NCCN7
1521	CCN1CCCCC1CNC(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F
1522	COC(=O)[C@@H]1CC(=O)C=C2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4
1523	CCc1ccc(NC(=O)N2CCC(=CC2)c3c[nH]c4ccccc34)cc1
1524	COc1ccc(cc1)S(=O)(=O)C(C(=C)C)(C(=C)C)C(=O)NO
1525	CC1CCc2c(C1)c3ccccc3n2C(=O)CCl
1526	COc1ccc(N(C)C(=O)CCS(=O)(=O)c2cccc3nonc23)c(OC)c1
1527	CN1N=C(C(=O)OCC(=O)NCc2ccc(Cl)cc2)c3ccccc3C1=O
1528	N[C@@H](CN1C(=O)N(Cc2ccsc2C(=O)O)C(=O)c3cscc13)C(=O)O
1529	O=C(CN1C(=O)COc2ccccc12)NCCCN3CCCCC3
1530	COc1ccc(cc1)C(\C(=N/NC(=O)NN)\c2ccc(OC)cc2)C3(O)CNc4c(Cl)cc(Cl)cc34
1531	CCc1ccnc(c1)N=C(O)c2ccc(c(OC)c2)c3nc([C@H]4CC[C@@H]5CCC(=O)N5C4)n6C(=CNC(=N)c36)Cl
1532	OC(=O)C1=CN(Cc2ccc(cc2)C(F)(F)F)c3c(F)c(NCCN4CCOCC4)c(F)cc3C1=O
1533	CC(C)NC1=NS(=O)(=O)c2cc(ccc2S1)S(=O)(=O)C
1534	COc1cc(CO)cc(c1)c2nc3c(nc(nc3[nH]2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C
1535	C\C(=N/O)\c1ccc(cc1)S(=O)(=O)c2ncc(s2)[C@@]3(C)COC(C)(C)O3
1536	CCCCCCCCCCCCCCC\C=C/CCCCC(=O)N
1537	CN1C(=O)C(C(=O)Nc2cccc(O)c2)C(=O)N(C)C1=O
1538	OCCCCCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc3ccccc13
1539	CCNC(=O)NCC(CC)(OC)c1ccccc1
1540	COC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
1541	COc1ccc(NC(=O)c2[nH]cnc2C(=O)N[C@@H](C)C(=O)OC(C)(C)C)cc1
1542	CCCn1c(N)c(C#N)c2c(N)ncnc12
1543	CC(=CCC\C(=C\C\C=C(/C)\[C@H]1CCC2[C@@]1(C)CCC3C(C)(C)[C@@H](O)CC[C@]23C)\C)C
1544	CC(=O)N1CCN(CCCCN2c3ccccc3Sc4cc(ccc24)N=[N+]=[N-])CC1
1545	CCc1cc2c(ccc(OC)n2n1)C3=NN(CCCCOc4ccc(cc4)C5=NNC(=O)CC5C)C(=O)CC3C
1546	Cn1cc(cn1)c2ccc(s2)C(=O)N3N=C(CC3c4ccccc4O)c5cccnc5
1547	OC(c1ccccn1)P(=O)(c2ccccc2)c3ccccc3
1548	COc1cccc(c1)C(=O)OCCCN(C)C
1549	COc1cc(cc(OC)c1OC)C(OCCN2CCN(CCC(=O)O)CC2)c3ccccc3
1550	CNCCOc1ccc(OC)nc1
1551	CCC1N(C)CCc2cc(OC)c(OC)cc12
1552	COc1ccc(cc1)C(=O)c2ccn(c2)c3cc(F)c(O)c(F)c3
1553	CCn1ncc2cc(NC3=C(N=NC(=N[C@H]4CCCNC4)N3)C(=O)N)ccc12
1554	CN(C)S(=O)(=O)c1ccc(cc1)C(=O)NNC(=O)c2cc(C)oc2C
1555	Cl.O=C(Cc1ccccc1)N2CCNCC2COc3cccnc3
1556	CCOC(=O)C=C1CCC2(CC1)OCCC(OO2)C(=C)c3ccc(cc3)c4ccccc4
1557	OC(=O)C1=CN(C2CC2)c3c(F)c(c(F)cc3C1=O)c4ccncc4
1558	COc1ccc(CCNC(=O)CS(=O)(=O)c2cn(CC(=O)N3CCOCC3)c4ccccc24)cc1OC
1559	FC1=CNC(=O)N(C2OC(=O)c3ccccc23)C1=O
1560	CCCOc1ccc(NC(=O)OC2CCN(C)CC2)cc1
1561	Cc1nc2cc(ccc2s1)C(=O)NC3CCCc4c3cnn4c5ccc(OC(F)(F)F)cc5
1562	Clc1ccc(cc1)c2n[nH]c3nc(c4ccccc4)c(C#N)c(c5ccccc5)c23
1563	CCCCCc1ccc(cc1)c2nnc(c3ccccc3)n2C
1564	Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2CN3CCN(CC3)c4ccccc4
1565	C[C@H]1OO[C@@H](COC(=O)CC23CC4CC(CC(Br)(C4)C2)C3)[C@@H]5O[C@H]15
1566	CC1(C)[C@H]2CC[C@@H](CO)[C@H]1C2
1567	Nc1ncc(cc1OC(F)F)c2cc(nc(n2)N3CCC(F)(F)C3)[C@@H]4C[C@@H](C4)N5C[C@@H]6C[C@H]5CO6
1568	CSC[C@H](O)C(=O)O
1569	Br.Oc1cc2CCC3CCNCC3c2cc1O
1570	CCOC(=O)\C=C(\C)/C=C/c1c[nH]c2ccccc12
1571	Cc1cc(C)[n+](CC(=O)Nc2c(Cl)c(Cl)c(cc2S(=O)(=O)N)S(=O)(=O)N)c(C)c1.[O-]Cl(=O)(=O)=O
1572	CC(C)Nc1ccccc1C(=O)c2ccccc2
1573	Cc1ccc(cc1)N2CC(CC2=O)NC(=O)c3ccc4OCOc4c3
1574	CCCCc1ccc(cc1)c2nc(C)c(s2)c3ccnc(NC(=N)N)n3
1575	CCc1ccc(Cc2ccc(C)c(c2)[C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1
1576	CC1=C[C@H]2OC3OC(=O)[C@@]4(C)CCC[C@]3([C@H]1CC(=O)c5cocc5)[C@@H]24
1577	CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C13CCN(Cc4c[nH]c(n4)c5ccccc5)CC3
1578	O=Cc1ccc(CCCCCCCCCCC\C=C/CCCCCCC#N)[nH]1
1579	CCc1nc(N)nc(N)c1c2ccc(Cl)c(c2)N=NN(CCOC(=O)C)Cc3ccc(OC)cc3
1580	COc1ccc(COc2ccc(\C=C/3\N(Cc4ccc(OC)cc4)C(=O)NC3=O)cc2)cc1
1581	CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)O
1582	COc1cc(CN(C[C@@H]2CC[C@H](CC2)C(=O)O)C(C)c3ccc4OCCc4c3)ccc1C5CC5CN6C(=O)CCC6=O
1583	CC(NCC1CCN(CCO)CC1)c2ccc(OC(F)(F)F)cc2
1584	[O-][N+](=O)c1cccc(c1)C2SCC(=O)N2NC(=O)Cn3ncc4cc(ccc34)[N+](=O)[O-]
1585	O=C(NS(=O)(=O)c1cccs1)\C=C\c2cccc3C(=O)C(=O)N(Cc4ccc5ccccc5c4)c23
1586	CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4ccccc24)C1(C)C
1587	Cc1noc(NC(=O)N2CCC3(CC2)CC(CO3)c4ccc(cc4)C(F)(F)F)c1C
1588	Brc1cncc(NCC2=NNC(=O)N2)c1
1589	CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N2CCC(CC2)C(=O)N[C@@H](C)C(=O)O
1590	CCC(SC1=Nc2cc(OC)c(OC)cc2C(=O)N1Cc3ccc(OC)cc3)C(=O)NCCOC
1591	Oc1nc(S)nc(c2ccc(F)cc2)c1C#N
1592	Clc1cccc2[C@H]3[C@@H](CCc12)NC[C@@H]3c4ccccc4
1593	CC(C)(C)[Si](O[C@H]1[C@H](O)C[C@H]2[C@@H]1CCC23OCCO3)(c4ccccc4)c5ccccc5
1594	Cc1ccc(cc1c2ccc3c(N)noc3c2)C(=O)Nc4cccc(c4)N5CCOCC5
1595	C[C@H]1CC[C@H](CC2=C(C)C(=O)C[C@@H]12)C(=C)C(=O)NCc3cn(nn3)C4CCCCC4
1596	Fc1cc(F)c(c(Cl)c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2
1597	COc1cc2C(=O)CC(NC(=O)C(F)(F)F)c3cc(O)ccc3c2c(OC)c1OC
1598	CC(=O)NCCO[C@H]([C@H](O)CO)[C@@H]1OC(=C[C@H](N=C(N)N)[C@H]1NC(=O)C)C(=O)O.OC(=O)C(F)(F)F
1599	C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)N4CCc5ccc(N)cc5C4=O
1600	CCN(CCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4cccc(OC(=O)NC)c4
1601	O=C(CCC(=O)N1CCCCC1)Nc2cc3c4ccccc4c(NC(=O)CCC(=O)N5CCCCC5)cc3c6ccccc26
1602	CNCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)S(=O)(=O)N
1603	Fc1cc2C(=O)C(=CN(CC#C)c2nc1Cl)C(=O)NC(CC(=O)NC3CCCCC3)c4ccccc4
1604	CCOc1cccc2C=C(C(=O)Oc3ccc(OC)cc3)C(=O)Oc12
1605	COc1cccc(c1)C(=O)CN2CCN(CC2)S(=O)(=O)c3ccc(Cl)cc3
1606	C1CCC(CC1)Oc2cccc(n2)N3CCNCC3
1607	COc1ccccc1c2cccc3CCC(N)C(=O)Cc23
1608	Cc1ccc(C)c(c1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F
1609	O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3ncnc4ccc(cc34)C(F)(F)F)c5cncs5
1610	Cl.CN(CC(=O)NN)C(=O)Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-]
1611	C[C@@H](CSC(=O)c1ccccc1)C(=O)N2C[C@H](C[C@H]2C(=O)O)Sc3ccccc3
1612	Clc1ccc(cc1)N2C3=NC(=O)NC(=O)C3=Cc4cccc(Cl)c24
1613	CC(C)C(=O)NCc1ccc(Cl)c(c1)C2=Nc3cc(Cl)c(cc3C(=O)N2)N4CC[C@H](C4)OC(=O)C
1614	COc1ccc(cc1C(=O)Nc2c(F)cccc2F)c3nc4ccccn4c3c5ccnc(Nc6ccc(cc6OC)N7CCC(CC7)N8CCC(O)CC8)n5
1615	CC1(C)CC(=O)C2=C(C1)NC(=CC2c3ccc(cc3)[N+](=O)[O-])c4ccccc4
1616	CC(C)C[C@H](NC(=O)[C@H](O)[C@@H](N)Cc1ccccc1)C(=O)O
1617	COc1cccc2c(ccc(O)c12)c3ccc(O)c4CNC(C)(C)Cc34
1618	C(Oc1cncc(c1)c2ccccc2)[C@@H]3CCN3
1619	OC(=N)C1=CN(NC1=Nc2ccnc(F)c2)C3(CC#N)CCN(CC3)C(=O)CCC(F)(F)F
1620	Clc1ccc(Cn2cc(Br)cn2)cc1Cl
1621	Cc1cccc(C)c1NC(=O)N2C3CCCC2CC(C3)NC(=O)C(C)(C)C
1622	COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc3ccccc3)N4CC[C@@](CC5CC5)(NC(=O)C)C4=O)c1
1623	Clc1ccc(cc1)c2ccc3C(=O)N(N=Cc3c2)c4ccc(nc4)N5CC[C@@H](C5)NN6CCCC6
1624	COc1ccc(Cl)cc1NC(=O)Nc2cccc(c2C)[N+](=O)[O-]
1625	CCc1nn(C)c(CC)c1CNC(=O)Nc2cccc3N(C)CCc23
1626	CNS(=O)(=O)c1ccsc1C(=O)OC
1627	CNC(=O)Nc1nc2cc(Oc3ccc(OC)cc3)ccc2[nH]1
1628	Cc1cccnc1c2ccccc2OCC3=NCCN3
1629	Nc1cc(nn1C(=O)c2csc(n2)c3ccccc3)c4ccccc4
1630	O=C(NCC(c1occc1)S(=O)(=O)c2ccccc2)C(=O)NCc3ccccc3
1631	CN1CCN(CC1)C(=O)N(CC(=O)c2ccccc2)S(=O)(=O)c3ccc(C)cc3
1632	C[S+]([O-])c1nc(c2cccc(F)c2)c([nH]1)c3ccccc3
1633	CC(C)(C)NC(=O)CNc1ncc(Br)cn1
1634	OC1=C(Oc2ccccc2C1=O)c3cccc(Cl)c3F
1635	CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(Cc4occc4)/C/1=N\C(=O)c5ccc(OC)cc5
1636	Nc1ncc(cc1OC(F)F)c2cc(nc(n2)N3C[C@@H](F)[C@@H](F)C3)N4CC(C4)N5CCOCC5
1637	CCCCCCCC(=O)OCC1OC(C(NC(=O)OCc2ccccc2)C(O)C1O)N3C=C(F)C(=O)NC3=O
1638	COc1ccc(CN2CCN(CC2)C(=O)COc3ccc4ccccc4c3)c(OC)c1
1639	OC(CNC(=O)COc1ccccc1S(=O)(=O)N2CCCC2)CN3CCc4ccccc4C3
1640	COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
1641	COc1ccc(cc1)C(c2ccc(Cl)cc2)c3ccc4nc(O)cc(\C=C\c5ccccc5)c4c3
1642	C(CN1CCCCCC1)Oc2ccc(cc2)C(=C3CCCC3)c4ccc(OCCN5CCCCCC5)cc4
1643	FC(F)(F)c1cc(NC(=O)Nc2ccncc2)cc(c1)c3cncnc3
1644	COc1ccc2c(c1)c(CC(=O)NC(CC(=O)O)Cc3cccc4ccccc34)c(C)n2C(=O)c5ccc(Cl)cc5
1645	Cc1ccc(NC(=O)c2cccs2)cc1NC(=O)c3ccc(F)cc3
1646	C[C@H](Nc1ncnc(N)c1C#N)c2nc3ccc(F)cc3c(c4ncccc4C)c2c5ccccn5
1647	CC(C)Oc1ccc(\C=N\NC(=S)N)cc1
1648	Nc1ncnc(N2CCN(CC2)C(CN3CCC3)c4ccc5CCCCc5c4)c1c6ccc(nc6)N7CCNCC7
1649	FC(F)(F)C1=C(CCN2CCOCC2)C(=O)Oc3c4CCCN5CCCc(cc13)c45
1650	Oc1ccc(C[C@H](NC(=O)c2ccc(cc2)c3ccc(CN=[N+]=[N-])cc3)C(=O)NCC#N)cc1
1651	CC(C)(C)c1ccc(CN2CCn3nc(cc3C2=O)c4ccccc4)cc1
1652	COc1ccc(cc1)\C(=N\NC2=NC(=O)CC(S2)C(=O)O)\C
1653	COc1cccc(NC(=O)COc2ccc(cc2)C3C(=C(N)Oc4[nH]nc(C)c34)C#N)c1
1654	CCCCCCOc1ccc(cc1)c2ccc(c3ccccc3Cl)n2Cc4cccc(N)n4
1655	CC(C)c1cccc(C(C)C)c1OC(=O)NC(=O)Oc2c(cccc2C(C)C)C(C)C
1656	Cc1ccc2OC(CC(=O)NCCCN3CCN(CC3)c4cc(C)ccc4C)C(=O)Nc2c1
1657	CCCCC1=C(O)N(C(=NC1=O)SCC(=O)N2CCOCC2)c3ccc(C)cc3
1658	O=C1CCC(=O)C1c2ccccc2
1659	[11CH3]n1ncc2cc(ccc12)N3C(=Nc4cc(C)ccc4C3=O)CCN5C(=O)c6ccccc6C5=O
1660	OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(C#Cc3c4ccccc4c(C#Cc5ccc(NC6CCCCC6)cc5)c7ccccc37)C(=O)NC2=O
1661	COc1ccc(cc1)C(=O)NC(=S)Nc2ccccc2F
1662	CC1(CCCC=C)CCNC1=S
1663	CC1CCCC(NC(=O)C2N(CCCN3CCCC3)C(=O)C4C(C5OC24C=C5)C(=O)Nc6ccc(Cl)cc6)C1C
1664	C[N+](C)(CC1CCOCC1)Cc2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2
1665	COc1ccc2C(O)CC(C)(CCC=C(C)C)Oc2c1
1666	Clc1ccccc1N2CCN(Cc3ccccc3c4ccccc4)CC2
1667	CNS(=O)(=O)c1cc(c(NCc2occc2)cc1N(C)c3ccccc3)S(=O)(=O)O
1668	OCCCCOC1CCCc2oc(c3ccccc3)c(c4oc(C=O)cc4)c12
1669	CC(C)CCn1c(SCc2ccc(C)cc2)nc3N(C)C(=O)NC(=O)c13
1670	CCOc1ccc2c(c1)c(cn2S(=O)(=O)c3ccc(Br)cc3)C4=C(Cl)CN(C)C4
1671	CC[C@@H]([C@@H](C(=O)N)c1ccc(O)cc1)c2ccc(O)cc2
1672	CC(=O)C1=C(Nc2ccc(Cl)cc2Cl)Nc3c(Cl)ccc(Cl)c3C1=O
1673	Fc1ccc(\C=C\2/N(Cc3ccccc3)C(=S)NC2=O)cc1
1674	COc1cc2CCC3(NC(=O)NC3=O)c2c(OC)c1OC
1675	CCN(Cc1ccc(OC)cc1)CC2(CCCCC2)N3CCN(CC3)C(=O)[C@H]4CN(C[C@@H]4c5ccc(Cl)cc5)C(C)C
1676	NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3
1677	Cc1nccc(O)c1OCc2c(F)cccc2Cl
1678	COc1ccccc1n2nnc(C(=O)Nc3ncc(Cc4ccccc4)s3)c2C
1679	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccn4nccc4c3)c2)c5cncnc15
1680	O[C@H]1CC[C@@H](C1)c2cccnc2Oc3ccc(Nc4ccccn4)cc3
1681	CN(C1CCS(=O)(=O)C1)C(=O)\C=C\c2ccccc2
1682	Br.COc1ccc(OCCCON2C(=N)N=C(N)NC2(C)C)cc1
1683	COc1cc(\C=C\C(=O)COC(=O)\C=C\c2ccccc2)ccc1O
1684	COc1ccc(cn1)c2ccc(Nc3cccc(c3)S(=O)(=O)CCN(C)Cc4ccccc4)nc2
1685	Cc1cccc(c1)c2oc(N3CCCCC3)c(n2)C#N
1686	COc1ccccc1C(O)CNCc2c(nn(C)c2N(C)C)C(C)C
1687	Br.CC12CN3CC(C)(CN(C1)C3c4cc5ccccc5[nH]4)C2=O
1688	[Br-].[Br-].CC(C)(CN1C(=O)c2cccc3cc(N)cc(C1=O)c23)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)(C)CN4C(=O)c5cccc6cc(N)cc(C4=O)c56
1689	COP(=O)(OC)C(Nc1ccccc1)c2cccc3ccccc23
1690	CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3ccc(cc3OC)C(=O)Nc4ccccc4C(=O)O)c2c1
1691	CCOC(=O)C1=C(C)N=C2S\C(=C/c3ccc(OCC(=O)O)c(OC)c3)\C(=O)N2C1c4ccc(OC)cc4
1692	CN(C)C1(CNCCC23CC4CC(CC(C4)C2)C3)COc5ccccc5OC1
1693	Cc1ccccc1CN2C(=O)CC(Sc3ccccc23)c4ccccc4
1694	NCCCC[C@@H](NC(=O)[C@H](CC(=O)N)NC(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)P(=O)(Oc3ccccc3)Oc4ccccc4
1695	Cl.COc1cc(NC(C)CCCNC(=O)N[C@H](CCCNC(=N)N)C(=O)NCCCC(C)Nc2cc(OC)cc3cccnc23)c4ncccc4c1
1696	Fc1ccc2c(c1)N(CCC(=O)NCCc3ccccc3Cl)C(=O)c4cccn24
1697	CNc1nccn2ccnc12
1698	COc1ccc(cc1)S(=O)(=O)c2ccccc2CC(=O)O
1699	CC(=O)c1ccc(cc1)N2CCN(CC2)C(=O)NCc3noc4ccc(C)cc34
1700	[O-][N+](=C(C#N)C(=O)Nc1ccc(cc1)[N+](=O)[O-])[O-]
1701	O=C(Nc1ccc(cc1)C2=CCN(CC2)C(=O)C3CCOC3)N4Cc5ccncc5C4
1702	CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCN(CC5)C(=O)CO)\c2c1
1703	CCCCCCCCCCn1cc(COC[C@@H]2OC[C@H](N)[C@@H]2O)nn1
1704	CC(C)(C)C1=NN(C(C1)c2ccc3OCOc3c2)C(=O)Nc4ccc(F)cc4
1705	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O
1706	CCc1cccc2c(c[nH]c12)C(c3ccccc3OCC(=O)O)c4c[nH]c5c(CC)cccc45
1707	O=C(NCCCN1CCN(CC1)c2ncccn2)NCC3CCOC3
1708	O.Cl.Clc1ccc2onc(\C(=C\c3ccccc3OCCN4CCCCC4)\C#N)c2c1
1709	Oc1c(Br)cc2CCNC(=O)CCc3ccc(Oc1c2)c(c3)N=[N+]=[N-]
1710	[Na+].[O-]S(=O)(=O)c1cc(OS(=O)(=O)c2ccccc2)cc3ccccc13
1711	CCOc1ccc(NC(=O)[C@H](N2Cc3ccccc3C2=O)c4ccccc4)cc1
1712	Cc1ccc(NC(=O)COC(=O)CCc2nc(O)c3ccccc3n2)c(Br)c1
1713	CC(C)c1ccc(cc1)C(=O)N2CCN(CCO)CC2
1714	CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)C(=O)NCCCN3CCc4ccccc4C3
1715	CC(=O)O[C@@H]1C[C@@H]2C(C)(C)[C@H](O)C=C[C@@]2(C)[C@@H]3CC[C@]4(C)[C@H](OC(=O)C=C4[C@@]13C)c5cocc5
1716	Cl.CCN(CC)CCN(C(=O)c1ccc(NS(=O)(=O)C)cc1)c2c(C)cccc2C
1717	OCC(O)CN1CCC(COC(=O)c2c3OCCCn3c4ccccc24)CC1
1718	COC(=O)CCNCC(O)COc1cccc2ccccc12
1719	COc1ccc(cc1OC)c2occ(n2)c3c[nH]c4ccccc34
1720	COCCn1c(C)cc(C2=NN=C(Nc3ccc(OC)cc3)SC2)c1C
1721	C[C@@H](CCc1ccccc1)[C@@H](O)\C=C\[C@H]2CC(F)(F)C(=O)N2CCCc3ccc(s3)C(=O)O
1722	Cl.Cl.CN1CCCN=C1N\N=C\c2c3ccccc3c(\C=N\NC4=NCCCN4C)c5ccccc25
1723	CS(=O)(=O)N1CCC(CC1)n2c(nc3cccnc23)C(F)(F)F
1724	[O-][N+](=O)c1cccc(c1)C2=CC(=O)c3c(Br)cccc3O2
1725	Cc1ccccc1c2snc(Cl)c2COc3c(F)cc(CCC(=O)O)cc3F
1726	CC[C@H](C)[C@H](N)C(=O)OC[C@H]1O[C@@H](Cn2cnc3c(N)ncnc23)[C@H](O)[C@@H]1O
1727	Cc1cc(cn2c(C)nnc12)N3C(c4ccc(Cl)cc4F)c5c(C)n[nH]c5C3=O
1728	O=C(CSc1cn(CC(=O)N2CCCCCC2)c3ccccc13)NCC4CCCO4
1729	FC(F)(F)c1ccc(NC(=O)Nc2cc3ncncc3cc2OCc4ccccc4)cc1
1730	NCCCC(=O)N[C@@H](CSCc1ccc(Br)cc1)C(=O)NCC(=O)O
1731	Cl.NC(=N)c1ccc(N)cc1
1732	Cn1cc(c2ccc3OCOc3c2)c4ccccc14
1733	CC(C)(C)c1cc([nH]n1)C(=O)NNS(=O)(=O)c2ccccc2
1734	Fc1cc(ccc1Cl)S(=O)(=O)N2CCC(CC2)c3onc(n3)c4ccncc4
1735	C[C@@H]1CN(C(=O)c2cc(COc3ncccc3F)nn12)c4ccc(F)cc4
1736	Cc1nc(C)n(CC2CN(Cc3cccs3)Cc4nccn4C2)n1
1737	Fc1ccccc1NC(=O)C(=O)NCC(N2CCc3ccccc23)c4occc4
1738	CC(C)\N=C(/N)\N=C(/N)\NOCCCSc1cc(Cl)ccc1Cl
1739	CS(=O)(=O)CC[C@@H]1OCC[C@@]2([C@H]1COc3c(F)ccc(F)c23)S(=O)(=O)c4ccc(OCC(F)(F)F)cc4
1740	CC(=CCOc1c(C)c(C)c2OC(C)(COc3ccc(\C=C\4/SC(=O)NC4=O)cc3C)CCc2c1C)C
1741	CN1CCN(CC1)[C@@H]2CCN(CC3CCOC3)[C@H]2Cc4cnn(C)c4
1742	CCC(C)C1NC(=O)\C(=C(\C)/O)\C1=O
1743	COc1ccc(cc1)c2cc(c3ccc(OC)cc3)n(n2)C4C(=O)Nc5ccc(Cl)cc45
1744	CC(C)N1C[C@@H]([C@H](C1)c2ccc(Cl)cc2)C(=O)N3CCN(CC3)C4(CNCc5ccc(Cl)cc5)CCCCC4
1745	CCn1ncc(c1C(=O)Nc2c(C)nn(Cc3ccc(F)cc3)c2C)[N+](=O)[O-]
